fecha,id_producto,nombre_producto,categoria,id_sucursal,nombre_sucursal,proveedor,unidades_vendidas,unidades_recibidas,stock_cierre,precio_unitario,costo_unitario,importe_venta,importe_costo
2024-06-05,P006,Detergente Líquido 1L,Limpieza,S05,Playa del Carmen,Distribuidora Norte S.A.,19,0.0,79,75.78,35.0,1439.82,665.0
2024-01-02,P026,Shampoo 400ml,Higiene,S02,Mérida Norte,Distribuidora Norte S.A.,9,0.0,80,78.93,38.0,710.37,342.0
2023-04-30,P010,Esponja Cocina Pack 3,Limpieza,S03,Cancún,Proveedor Central del Caribe,13,0.0,160,33.77,15.0,439.01,195.0
2023-01-29,P029,Desodorante Spray 150ml,Higiene,S04,Cancún Centro,Comercializadora Peninsular,6,0.0,572,69.34,35.0,416.04,210.0
27-02-2024,P005,Cerveza Lata 355ml,Bebidas,S04,Cancún Centro,Proveedor Central del Caribe,29,0.0,221,27.13,14.0,786.77,406.0
2023-12-27,P028,Jabón de Baño Pack 3,Higiene,S02,Mérida Norte,Logística Maya S.A.,17,0.0,116,47.06,23.0,800.02,391.0
2023-04-21,P011,Arroz Largo 1kg,Abarrotes,S05,Playa del Carmen,Comercializadora Peninsular,27,0.0,160,32.53,18.0,878.31,486.0
2023-04-15,P002,Refresco Cola 600ml,Bebidas,S04,Cancún Centro,Grupo Abasto del Sur,50,0.0,62,21.64,10.5,1082.0,525.0
2024-04-07,P014,Sal de Mesa 1kg,Abarrotes,S04,Cancún Centro,Logística Maya S.A.,6,0.0,1743,18.33,8.0,109.98,48.0
2023-01-01,P025,Papel Higiénico 4-pack,Higiene,S05,playa del carmen,Comercializadora Peninsular,29,0.0,237,61.76,30.0,1791.04,870.0
2023-07-15,P013,Aceite Vegetal 1L,Abarrotes,S05,Playa del Carmen,Distribuidora Norte S.A.,15,83.0,248,55.23,28.0,828.45,420.0
2024-02-03,P028,Jabón de Baño Pack 3,Higiene,S01,Mérida Centro,Comercializadora Peninsular,10,0.0,183,46.52,23.0,465.2,230.0
2023-02-27,P003,Jugo Naranja 1L,bebidas,S04,Cancún Centro,Proveedor Central del Caribe,12,0.0,201,35.46,16.0,425.52,192.0
2023-01-27,P029,Desodorante Spray 150ml,Higiene,S02,Mérida Norte,Comercializadora Peninsular,2,0.0,412,73.34,35.0,146.68,70.0
2024-05-05,P011,Arroz Largo 1kg,Abarrotes,S05,Playa del Carmen,Comercializadora Peninsular,50,0.0,86,30.75,18.0,1537.5,900.0
2023-09-19T00:00,P016,Atún Lata 140g,Abarrotes,S01,Mérida Centro,Comercializadora Peninsular,39,0.0,244,23.36,11.0,911.04,429.0
2024-02-22,P013,Aceite Vegetal 1L,Abarrotes,S05,Playa del Carmen,Distribuidora Norte S.A.,8,0.0,265,54.33,28.0,434.64,224.0
2024-02-15,P025,Papel Higiénico 4-pack,Higiene,S02,Mérida Norte,Distribuidora Norte S.A.,46,0.0,306,60.39,30.0,2777.94,1380.0
2023-06-02,P001,Agua Mineral 1L,Bebidas,S04,Cancún Centro,Proveedor Central del Caribe,49,0.0,165,18.58,8.0,910.42,392.0
2023-04-18,P020,Leche Entera 1L,Lácteos,S05,Playa del Carmen,Grupo Abasto del Sur,43,0.0,53,25.81,14.0,1109.83,602.0
2024-06-09,P006,Detergente Líquido 1L,Limpieza,S05,Playa del Carmen,Distribuidora Norte S.A.,20,114.0,163,72.88,35.0,1457.6,700.0
2024-01-27,P025,Papel Higiénico 4-pack,Higiene,S02,Mérida Norte,Distribuidora Norte S.A.,47,0.0,253,60.13,30.0,2826.11,1410.0
2023-10-15,P001,Agua Mineral 1L,Bebidas,S05,Playa del Carmen,Proveedor Central del Caribe,53,0.0,113,18.48,8.0,979.44,424.0
2023-12-07,P006,Detergente Líquido 1L,Limpieza,S02,Mérida Norte,Grupo Abasto del Sur,12,77.0,218,72.49,35.0,869.88,420.0
2024-04-26,P005,Cerveza Lata 355ml,Bebidas,S03,Cancún,Comercializadora Peninsular,17,0.0,158,27.39,14.0,465.63,238.0
2023-11-12,P005,Cerveza Lata 355ml,BEBIDAS,S02,Mérida Norte,Comercializadora Peninsular,42,0.0,204,26.97,14.0,1132.74,588.0
2024-02-24,P010,Esponja Cocina Pack 3,Limpieza,S04,Cancún Centro,Logística Maya S.A.,14,0.0,67,35.3,15.0,494.2,210.0
2023-07-01,P004,Agua Sabor Limón 600ml,Bebidas,S03,Cancún,Grupo Abasto del Sur,28,0.0,209,16.13,7.5,451.64,210.0
2023-01-08,P018,Café Molido 250g,Abarrotes,S03,Cancún,Comercializadora Peninsular,24,0.0,322,81.94,42.0,1966.56,1008.0
2024-01-11,P029,Desodorante Spray 150ml,Higiene,S04,Cancún Centro,Comercializadora Peninsular,5,0.0,1067,73.28,35.0,366.4,175.0
2023-01-23,P011,Arroz Largo 1kg,Abarrotes,S02,Mérida Norte,Proveedor Central del Caribe,23,0.0,229,30.9,18.0,710.7,414.0
2023-06-11,P010,Esponja Cocina Pack 3,limpieza,S01,Mérida Centro,Comercializadora Peninsular,15,,244,34.48,15.0,517.2,225.0
2024-03-17,P010,Esponja Cocina Pack 3,Limpieza,S04,Cancún Centro,Logística Maya S.A.,12,94.0,123,34.13,15.0,409.56,180.0
2024-02-18,P002,Refresco Cola 600ml,Bebidas,S01,Mérida Centro,Proveedor Central del Caribe,58,0.0,157,21.76,10.5,1262.08,609.0
2024-05-04,P013,Aceite Vegetal 1L,Abarrotes,S03,Cancún,Distribuidora Norte S.A.,6,69.0,278,54.94,28.0,329.64,168.0
2024-04-29,P010,Esponja Cocina Pack 3,LIMPIEZA,S05,Playa del Carmen,Logística Maya S.A.,17,0.0,206,33.98,15.0,577.66,255.0
2024-04-26,P016,Atún Lata 140g,Abarrotes,S05,Playa del Carmen,Proveedor Central del Caribe,18,0.0,147,24.11,11.0,433.98,198.0
2023-01,P006,Detergente Líquido 1L,Limpieza,S05,Playa del Carmen,Distribuidora Norte S.A.,11,0.0,88,72.89,35.0,801.79,385.0
2023-08-14,P024,Mantequilla 90g,Lácteos,S04,Cancún Centro,Logística Maya S.A.,4,0.0,642,34.72,18.0,138.88,72.0
2024-04-16,P020,Leche Entera 1L,Lácteos,S02,Mérida Norte,Comercializadora Peninsular,18,0.0,53,25.66,14.0,461.88,252.0
2023-03-04,P018,Café Molido 250g,Abarrotes,S01,Mérida Centro,Distribuidora Norte S.A.,13,0.0,154,83.16,42.0,1081.08,546.0
2024-05-04,P012,Frijol Negro 1kg,abarrotes,S05,Playa del Carmen,Comercializadora Peninsular,18,0.0,207,37.35,20.0,672.3,360.0
2023-11-12,P016,Atún Lata 140g,ABARROTES,S01,Mérida Centro,Comercializadora Peninsular,41,0.0,107,23.95,11.0,981.95,451.0
2024-02-02,P003,Jugo Naranja 1L,Bebidas,S05,Playa del Carmen,Grupo Abasto del Sur,21,0.0,47,34.82,16.0,731.22,336.0
2023-11-25,P022,Yogurt Natural 1kg,Lácteos,S04,Cancún Centro,Proveedor Central del Caribe,14,135.0,179,52.86,26.0,740.04,364.0
2023-02-09,P023,Crema Ácida 200g,Lácteos,S03,Cancún,Proveedor Central del Caribe,1,0.0,444,30.89,16.0,30.89,16.0
2024-01-06,P019,Harina de Trigo 1kg,Abarrotes,S02,Mérida Norte,Proveedor Central del Caribe,12,0.0,156,22.43,10.0,269.16,120.0
2023-08-12,P010,Esponja Cocina Pack 3,Limpieza,S02,Mérida Norte,Logística Maya S.A.,19,0.0,307,35.49,15.0,674.31,285.0
2023-12-21,P007,Jabón Multiusos 500ml,Limpieza,S01,Mérida Centro,Distribuidora Norte S.A.,22,0.0,87,41.09,19.0,903.98,418.0
2024-03-21,P024,Mantequilla 90g,Lácteos,S01,Mérida Centro,Proveedor Central del Caribe,2,0.0,754,35.32,18.0,70.64,36.0
2023-11-27,P027,Pasta Dental 100ml,higiene,S04,Cancún Centro,Distribuidora Norte S.A.,17,0.0,218,45.84,22.0,779.28,374.0
2023-05-30,P021,Queso Manchego 400g,Lácteos,S01,Mérida Centro,Distribuidora Norte S.A.,13,0.0,141,93.76,50.0,1218.88,650.0
2023-04-25,P018,Café Molido 250g,Abarrotes,S05,Playa del Carmen,Proveedor Central del Caribe,16,115.0,157,86.59,42.0,1385.44,672.0
2023-03-22,P008,Cloro Blanqueador 1L,Limpieza,S05,PLAYA DEL CARMEN,Proveedor Central del Caribe,3,0.0,547,28.21,12.0,84.63,36.0
2024-06-08,P028,Jabón de Baño Pack 3,Higiene,S04,Cancún Centro,Proveedor Central del Caribe,5,0.0,130,46.78,23.0,233.9,115.0
2023-07-08,P028,Jabón de Baño Pack 3,Higiene,S01,Mérida Centro,Comercializadora Peninsular,11,0.0,223,46.4,23.0,510.4,253.0
2023-09-13,P002,Refresco Cola 600ml,Bebidas,S05,Playa del Carmen,Logística Maya S.A.,43,0.0,249,21.53,10.5,925.79,451.5
2023-11-29,P019,Harina de Trigo 1kg,Abarrotes,S02,Mérida Norte,,15,0.0,329,21.47,10.0,322.05,150.0
2023-02-02,P010,Esponja Cocina Pack 3,Limpieza,S02,Mérida Norte,Logística Maya S.A.,15,0.0,64,34.61,15.0,519.15,225.0
2023-06,P023,Crema Ácida 200g,Lácteos,S05,Playa del Carmen,Grupo Abasto del Sur,5,0.0,464,32.6,16.0,163.0,80.0
2023-07-27,P003,Jugo Naranja 1L,Bebidas,S03,Cancún,Comercializadora Peninsular,18,0.0,90,34.39,16.0,619.02,288.0
2023-01-19,P010,Esponja Cocina Pack 3,Limpieza,S02,Mérida Norte,Logística Maya S.A.,26,,149,33.61,15.0,873.86,390.0
2024-03-18,P005,Cerveza Lata 355ml,Bebidas,S03,Cancún,Comercializadora Peninsular,0,,177,27.38,14.0,0.0,0.0
2023-01-30,P002,Refresco Cola 600ml,Bebidas,S02,Mérida Norte,Logística Maya S.A.,29,0.0,243,21.35,10.5,619.15,304.5
2023-01-06,P004,Agua Sabor Limón 600ml,Bebidas,S04,Cancún Centro,Proveedor Central del Caribe,24,0.0,189,16.13,7.5,387.12,180.0
2023-10-16,P008,Cloro Blanqueador 1L,Limpieza,S03,Cancún,Comercializadora Peninsular,3,0.0,486,27.7,12.0,83.1,36.0
2023-01-02,P011,Arroz Largo 1kg,Abarrotes,S01,Mérida Centro,Comercializadora Peninsular,31,0.0,148,31.21,18.0,967.51,558.0
2024-01-13,P015,Azúcar Blanca 1kg,Abarrotes,S05,Playa del Carmen,Logística Maya S.A.,13,0.0,204,27.92,14.0,362.96,182.0
2023-11-19,P025,Papel Higiénico 4-pack,Higiene,S04,Cancún Centro,Distribuidora Norte S.A.,39,0.0,191,62.93,30.0,2454.27,1170.0
2024-02-04,P013,Aceite Vegetal 1L,ABARROTES,S05,playa del carmen,Distribuidora Norte S.A.,8,0.0,127,54.82,28.0,438.56,224.0
2023-05-09,P024,Mantequilla 90g,Lácteos,S03,Cancún,Grupo Abasto del Sur,1,118.0,612,35.42,18.0,35.42,18.0
2024-06-20,P017,Sopa Pasta 200g,Abarrotes,S02,Mérida Norte,Comercializadora Peninsular,22,0.0,72,14.57,7.0,320.54,154.0
2023-09-02,P028,Jabón de Baño Pack 3,Higiene,S05,Playa del Carmen,Logística Maya S.A.,16,0.0,334,46.48,23.0,743.68,368.0
2023-08-06,P019,Harina de Trigo 1kg,Abarrotes,S04,Cancún Centro,Distribuidora Norte S.A.,9,122.0,291,21.49,10.0,193.41,90.0
2023-06-07,P006,Detergente Líquido 1L,Limpieza,S03,Cancún,Proveedor Central del Caribe,21,0.0,349,75.77,35.0,1591.17,735.0
2023-04-27,P002,Refresco Cola 600ml,Bebidas,S02,Mérida Norte,Logística Maya S.A.,29,0.0,146,21.95,10.5,636.55,304.5
2023-03-03,P001,Agua Mineral 1L,Bebidas,S01,Mérida Centro,Grupo Abasto del Sur,30,122.0,291,18.03,8.0,540.9,240.0
2023-12-30,P017,Sopa Pasta 200g,Abarrotes,S01,Mérida Centro,Grupo Abasto del Sur,30,0.0,178,15.06,,451.8,210.0
2024-03-23,P015,Azúcar Blanca 1kg,Abarrotes,S03,Cancun,Proveedor Central del Caribe,20,0.0,106,27.72,14.0,554.4,280.0
2023-10-15,P024,Mantequilla 90g,Lácteos,S01,Mérida Centro,Proveedor Central del Caribe,1,0.0,771,34.54,18.0,34.54,18.0
2024-01-19,P028,Jabón de Baño Pack 3,Higiene,S03,Cancún,Comercializadora Peninsular,18,86.0,119,46.12,23.0,830.16,414.0
2023-08-23,P005,Cerveza Lata 355ml,Bebidas,S05,Playa del Carmen,Grupo Abasto del Sur,54,0.0,253,28.11,14.0,1517.94,756.0
2023-09-15,P007,Jabón Multiusos 500ml,Limpieza,S03,Cancún,Proveedor Central del Caribe,8,0.0,51,41.41,19.0,331.28,152.0
2023-11-14,P018,Café Molido 250g,Abarrotes,S05,Playa del Carmen,Proveedor Central del Caribe,7,0.0,168,83.5,42.0,584.5,294.0
2023-11-16,P028,Jabón de Baño Pack 3,Higiene,S03,Cancún,Comercializadora Peninsular,21,0.0,238,47.72,23.0,1002.12,483.0
2023-03-24,P023,Crema Ácida 200g,Lacteos,S04,Cancún Centro,Proveedor Central del Caribe,4,0.0,631,32.12,16.0,128.48,64.0
2023-11-13,P023,Crema Ácida 200g,Lácteos,S05,Playa del Carmen,Grupo Abasto del Sur,2,0.0,646,30.96,16.0,61.92,32.0
2023-02-19,P012,Frijol Negro 1kg,Abarrotes,S04,cancun centro,Distribuidora Norte S.A.,11,0.0,179,38.34,20.0,421.74,220.0
2023-09-09,P021,Queso Manchego 400g,Lacteos,S01,merida centro,Distribuidora Norte S.A.,17,0.0,289,96.38,50.0,1638.46,850.0
2023-01-08,P017,Sopa Pasta 200g,Abarrotes,S01,Mérida Centro,Grupo Abasto del Sur,33,0.0,182,14.61,7.0,482.13,231.0
2023-04-21,P003,Jugo Naranja 1L,Bebidas,S02,Mérida Norte,Grupo Abasto del Sur,9,0.0,316,34.74,16.0,312.66,144.0
2024-01-06,P012,Frijol Negro 1kg,Abarrotes,S04,Cancún Centro,Distribuidora Norte S.A.,18,0.0,84,36.87,20.0,663.66,360.0
2023-06-19,P005,Cerveza Lata 355ml,Bebidas,S01,Mérida Centro,Distribuidora Norte S.A.,69,0.0,219,27.54,14.0,1900.26,966.0
2024-05-06,P001,Agua Mineral 1L,Bebidas,S03,Cancún,Grupo Abasto del Sur,42,0.0,188,18.79,8.0,789.18,336.0
2024-01-14,P018,Café Molido 250g,Abarrotes,S03,Cancún,,12,0.0,143,81.67,42.0,980.04,504.0
2023-09-05,P027,Pasta Dental 100ml,Higiene,S01,Mérida Centro,Proveedor Central del Caribe,15,0.0,105,43.25,22.0,648.75,330.0
2023-07-23,P025,Papel Higiénico 4-pack,Higiene,S02,Mérida Norte,,30,0.0,143,61.71,30.0,1851.3,900.0
2024-04-07,P006,Detergente Líquido 1L,Limpieza,S05,Playa del Carmen,Distribuidora Norte S.A.,24,130.0,173,74.77,35.0,1794.48,840.0
2023-06-01,P017,Sopa Pasta 200g,Abarrotes,S01,Mérida Centro,Grupo Abasto del Sur,48,0.0,105,15.17,7.0,728.16,336.0
2024-02-11,P009,Suavizante Ropa 1L,Limpieza,S04,Cancún Centro,Comercializadora Peninsular,3,0.0,953,62.85,30.0,188.55,90.0
2024-06-10,P012,Frijol Negro 1kg,Abarrotes,S04,Cancún Centro,Distribuidora Norte S.A.,11,0.0,77,36.8,20.0,404.8,220.0
2024-04-21,P017,Sopa Pasta 200g,Abarrote,S04,Cancún Centro,Grupo Abasto del Sur,40,0.0,280,14.66,7.0,586.4,280.0
2024-03-26,P017,Sopa Pasta 200g,Abarrotes,S02,Mérida Norte,Comercializadora Peninsular,39,298.0,342,14.67,7.0,572.13,273.0
2023-09-19,P001,Agua Mineral 1L,Bebidas,S05,Playa del Carmen,Proveedor Central del Caribe,46,0.0,146,18.66,8.0,858.36,368.0
2023-08-27,P021,Queso Manchego 400g,Lácteos,S05,Playa del Carmen,Proveedor Central del Caribe,12,0.0,309,93.1,50.0,1117.2,600.0
2023-08-08,P024,Mantequilla 90g,Lácteos,S01,Mérida Centro,Proveedor Central del Caribe,3,0.0,742,35.11,18.0,105.33,54.0
2024-05-01,P005,Cerveza Lata 355ml,Bebidas,S02,Mérida Norte,Comercializadora Peninsular,42,0.0,178,27.0,14.0,1134.0,588.0
2024-06-27,P001,Agua Mineral 1L,Bebidas,S05,Playa del Carmen,Proveedor Central del Caribe,32,0.0,77,18.21,8.0,582.72,256.0
2023-09-09,P017,Sopa Pasta 200g,Abarrotes,S03,Cancún,Comercializadora Peninsular,31,53.0,123,15.02,7.0,465.62,217.0
2023-05-05,P029,Desodorante Spray 150ml,Higiene,S05,Playa del Carmen,Comercializadora Peninsular,4,0.0,396,71.76,35.0,287.04,140.0
2024-04-17,P018,Café Molido 250g,Abarrotes,S01,Mérida Centro,Distribuidora Norte S.A.,17,0.0,47,86.63,42.0,1472.71,714.0
2023-09-17,P016,Atún Lata 140g,Abarrotes,S04,Cancún Centro,Logística Maya S.A.,36,0.0,55,23.28,11.0,838.08,396.0
2023-01-14,P006,Detergente Líquido 1L,Limpieza,S02,Mérida Norte,Grupo Abasto del Sur,21,0.0,75,73.2,35.0,1537.2,735.0
2024-01-09,P001,Agua Mineral 1L,Bebidas,S04,Cancún Centro,Proveedor Central del Caribe,25,0.0,66,18.38,8.0,459.5,200.0
2023-08-27,P018,Café Molido 250g,Abarrotes,S02,Mérida Norte,Distribuidora Norte S.A.,12,,156,84.29,42.0,1011.48,504.0
2023-01-27,P021,Queso Manchego 400g,Lácteos,S04,Cancún Centro,Distribuidora Norte S.A.,13,50.0,113,93.18,50.0,1211.34,650.0
2023-04-02,P029,Desodorante Spray 150ml,Higiene,S03,Cancún,Proveedor Central del Caribe,2,0.0,1281,69.31,35.0,138.62,70.0
2023-03-22,P022,Yogurt Natural 1kg,Lácteos,S01,Mérida Centro,Grupo Abasto del Sur,20,0.0,140,50.6,26.0,1012.0,520.0
2024-04-09,P012,Frijol Negro 1kg,Abarrote,S03,Cancun,Proveedor Central del Caribe,19,,214,37.19,20.0,706.61,380.0
2023-08-20,P018,Café Molido 250g,Abarrotes,S01,Mérida Centro,Distribuidora Norte S.A.,13,,53,82.43,42.0,1071.59,546.0
2023-01-30,P017,Sopa Pasta 200g,Abarrotes,S01,Mérida Centro,Grupo Abasto del Sur,37,0.0,219,15.03,7.0,556.11,259.0
2024-06-16,P009,Suavizante Ropa 1L,Limpieza,S04,Cancún Centro,Comercializadora Peninsular,3,0.0,1364,65.17,30.0,195.51,90.0
2024-04-25,P016,Atún Lata 140g,Abarrotes,S02,Mérida Norte,Proveedor Central del Caribe,53,0.0,50,24.35,11.0,1290.55,583.0
2024-06-24,P019,Harina de Trigo 1kg,Abarrotes,S03,Cancún,Proveedor Central del Caribe,14,0.0,207,21.66,10.0,303.24,140.0
2023-10-30,P020,Leche Entera 1L,Lácteos,S04,Cancún Centro,,38,100.0,276,25.77,14.0,979.26,532.0
2024-05-07,P016,Atún Lata 140g,Abarrotes,S05,Playa del Carmen,,35,0.0,124,23.3,11.0,815.5,385.0
2024-05-08,P025,Papel Higiénico 4-pack,Higiene,S04,Cancún Centro,Distribuidora Norte S.A.,35,0.0,264,61.49,30.0,2152.15,1050.0
2024-02-09,P007,Jabón Multiusos 500ml,Limpieza,S05,Playa del Carmen,Proveedor Central del Caribe,12,0.0,206,41.61,19.0,499.32,228.0
2023-07-12,P019,Harina de Trigo 1kg,Abarrotes,S01,Mérida Centro,Comercializadora Peninsular,7,,113,22.36,10.0,156.52,70.0
2023-11-25,P007,Jabón Multiusos 500ml,Limpieza,S05,Playa del Carmen,Proveedor Central del Caribe,12,0.0,132,41.6,19.0,499.2,228.0
2023-07-17,P011,Arroz Largo 1kg,Abarrotes,S04,Cancún Centro,Logística Maya S.A.,41,0.0,166,31.14,18.0,1276.74,738.0
2023-07-04,P010,Esponja Cocina Pack 3,Limpieza,S05,Playa del Carmen,Logística Maya S.A.,17,0.0,229,34.78,15.0,591.26,255.0
2023-06-02,P006,Detergente Líquido 1L,Limpieza,S04,Cancún Centro,Logística Maya S.A.,21,0.0,199,74.05,35.0,1555.05,735.0
2024-03-25,P001,Agua Mineral 1L,Bebidas,S04,Cancún Centro,Proveedor Central del Caribe,50,0.0,176,18.46,8.0,923.0,400.0
2024-05-14,P017,Sopa Pasta 200g,Abarrotes,S05,Playa del Carmen,Logística Maya S.A.,57,170.0,198,14.96,7.0,852.72,399.0
2024-06-17,P014,Sal de Mesa 1kg,Abarrotes,S04,Cancún Centro,Logística Maya S.A.,2,0.0,1769,17.89,8.0,35.78,16.0
2023-05-07,P017,Sopa Pasta 200g,Abarrotes,S05,Playa del Carmen,Logística Maya S.A.,43,0.0,280,14.72,7.0,632.96,301.0
2023-12-05,P009,Suavizante Ropa 1L,Limpieza,S05,Playa del Carmen,Proveedor Central del Caribe,7,0.0,997,65.62,30.0,459.34,210.0
2024-06-16,P021,Queso Manchego 400g,Lácteos,S01,Mérida Centro,Distribuidora Norte S.A.,21,0.0,222,93.56,50.0,1964.76,1050.0
2023-11-23,P028,Jabón de Baño Pack 3,Higiene,S03,Cancún,Comercializadora Peninsular,20,0.0,233,46.26,23.0,925.2,460.0
2023-02-21,P019,Harina de Trigo 1kg,abarrotes,S05,Playa del Carmen,Logística Maya S.A.,21,0.0,138,21.83,10.0,458.43,210.0
2023-11-20,P027,Pasta Dental 100ml,Higiene,S03,Cancún,,21,0.0,183,45.25,22.0,950.25,462.0
2023-06-19,P021,Queso Manchego 400g,Lácteos,S03,Cancún,Distribuidora Norte S.A.,16,91.0,299,92.09,50.0,1473.44,800.0
2023-06-29,P030,Toallas Húmedas 40pz,Higiene,S01,Mérida Centro,Distribuidora Norte S.A.,5,0.0,1197,55.9,27.0,279.5,135.0
2023-02-05,P026,Shampoo 400ml,Higiene,S03,Cancún,Proveedor Central del Caribe,10,0.0,169,78.02,38.0,780.2,380.0
2024-02-20,P002,Refresco Cola 600ml,Bebidas,S03,Cancún,Grupo Abasto del Sur,48,0.0,153,21.4,10.5,1027.2,504.0
2023-03-31,P028,Jabón de Baño Pack 3,Higiene,S05,Playa del Carmen,Logística Maya S.A.,9,0.0,142,47.04,23.0,423.36,207.0
2024-03-08,P022,Yogurt Natural 1kg,Lácteos,S05,Playa del Carmen,Comercializadora Peninsular,9,0.0,209,52.56,26.0,473.04,234.0
2024-02-14,P020,Leche Entera 1L,Lácteos,S02,Mérida Norte,Comercializadora Peninsular,40,213.0,255,26.13,14.0,1045.2,560.0
2024-06-02,P029,Desodorante Spray 150ml,Higiene,S02,Mérida Norte,Comercializadora Peninsular,3,,562,71.53,35.0,214.59,105.0
2023-11-24,P006,Detergente Líquido 1L,Limpieza,S03,Cancún,Proveedor Central del Caribe,11,0.0,167,73.43,35.0,807.73,385.0
2023-02-15,P002,Refresco Cola 600ml,Bebidas,S04,Cancún Centro,Grupo Abasto del Sur,55,0.0,56,21.6,10.5,1188.0,577.5
2023-07-26,P012,Frijol Negro 1kg,Abarrotes,S04,Cancún Centro,Distribuidora Norte S.A.,5,0.0,215,38.04,20.0,190.2,100.0
2023-09-13,P018,Café Molido 250g,Abarrotes,S01,Mérida Centro,Distribuidora Norte S.A.,9,0.0,144,82.05,42.0,738.45,378.0
2023-11-10,P019,Harina de Trigo 1kg,Abarrotes,S05,Playa del Carmen,Logística Maya S.A.,20,,125,21.31,10.0,426.2,200.0
2023-11-27,P002,Refresco Cola 600ml,Bebidas,S04,Cancún Centro,Grupo Abasto del Sur,45,,223,22.29,10.5,1003.05,472.5
2023-11-07,P012,Frijol Negro 1kg,Abarrotes,S03,Cancún,Proveedor Central del Caribe,15,0.0,223,38.01,20.0,570.15,300.0
2024-05-14,P028,Jabón de Baño Pack 3,Higiene Personal,S04,Cancún Centro,Proveedor Central del Caribe,15,197.0,239,48.44,23.0,726.6,345.0
2023-09-25,P002,Refresco Cola 600ml,Bebidas,S05,Playa del Carmen,Logística Maya S.A.,23,0.0,105,21.7,10.5,499.1,241.5
2023-07-02,P021,Queso Manchego 400g,Lácteos,S05,Playa del Carmen,Proveedor Central del Caribe,17,,147,93.73,50.0,1593.41,850.0
2023-10-23,P020,Leche Entera 1L,Lacteos,S05,Playa del Carmen,Grupo Abasto del Sur,39,0.0,179,26.0,14.0,1014.0,546.0
2023-11-23,P016,Atún Lata 140g,Abarrotes,S02,MERIDA NORTE,Proveedor Central del Caribe,45,0.0,240,23.11,11.0,1039.95,495.0
2023-05-29,P029,Desodorante Spray 150ml,Higiene,S03,Cancún,,3,0.0,1366,71.32,35.0,213.96,105.0
2024-03-24,P008,Cloro Blanqueador 1L,Limpieza,S01,Mérida Centro,Grupo Abasto del Sur,5,0.0,1072,27.03,12.0,135.15,60.0
2023-10-31,P028,Jabón de Baño Pack 3,Higiene,S02,Mérida Norte,Logística Maya S.A.,13,103.0,160,46.85,23.0,609.05,299.0
2024-03-24,P021,Queso Manchego 400g,Lácteos,S03,Cancún,Distribuidora Norte S.A.,11,0.0,185,94.41,50.0,1038.51,550.0
2024-05-17,P009,Suavizante Ropa 1L,Limpieza,S01,Mérida Centro,Proveedor Central del Caribe,1,0.0,792,62.95,30.0,62.95,30.0
2023-05-11,P008,Cloro Blanqueador 1L,Limpieza,S05,Playa del Carmen,Proveedor Central del Caribe,6,0.0,544,28.31,12.0,169.86,72.0
2024-05-18,P008,Cloro Blanqueador 1L,Limpieza,S02,Mérida Norte,Comercializadora Peninsular,6,0.0,436,28.48,12.0,170.88,72.0
2024-06-08,P016,Atún Lata 140g,Abarrotes,S05,Playa del Carmen,Proveedor Central del Caribe,27,0.0,132,23.68,11.0,639.36,297.0
2023-03-02,P024,Mantequilla 90g,Lácteos,S05,Playa del Carmen,Comercializadora Peninsular,6,0.0,550,35.51,,213.06,108.0
2023-08-07,P017,Sopa Pasta 200g,ABARROTES,S05,Playa del Carmen,Logística Maya S.A.,41,0.0,173,14.69,7.0,602.29,287.0
2023-07-02,P029,Desodorante Spray 150ml,Higiene,S01,Mérida Centro,Comercializadora Peninsular,3,0.0,742,70.13,35.0,210.39,105.0
2023-04-03,P021,Queso Manchego 400g,Lácteos,S01,Mérida Centro,,20,81.0,85,95.58,50.0,1911.6,1000.0
2023-08-31,P019,Harina de Trigo 1kg,Abarrotes,S03,Cancún,Proveedor Central del Caribe,20,125.0,426,21.41,10.0,428.2,200.0
2023-05-15,P028,Jabón de Baño Pack 3,Higiene,S01,Mérida Centro,Comercializadora Peninsular,8,0.0,88,48.94,23.0,391.52,184.0
2023-02-22,P001,Agua Mineral 1L,Bebidas,S05,Playa del Carmen,Proveedor Central del Caribe,46,0.0,183,17.9,8.0,823.4,368.0
2023-12-05,P006,Detergente Líquido 1L,Limpieza ,S04,CANCÚN CENTRO,Logística Maya S.A.,11,0.0,97,75.27,35.0,827.97,385.0
2023-02-08,P016,Atún Lata 140g,Abarrotes,S04,Cancún Centro,Logística Maya S.A.,36,0.0,274,23.84,11.0,858.24,396.0
2023-02-06,P003,Jugo Naranja 1L,Bebidas,S05,Playa del Carmen,Grupo Abasto del Sur,18,0.0,119,35.19,16.0,633.42,288.0
2024-02-05,P007,Jabón Multiusos 500ml,Limpieza,S03,CancÚN,Proveedor Central del Caribe,18,0.0,88,41.25,19.0,742.5,342.0
2023-08-17,P023,Crema Ácida 200g,Lácteos,S03,Cancún,Proveedor Central del Caribe,1,0.0,677,32.53,16.0,32.53,16.0
2023-08-21,P022,Yogurt Natural 1kg,Lácteos,S02,Mérida Norte,Grupo Abasto del Sur,10,0.0,233,51.63,,516.3,260.0
2023-06-17,P002,Refresco Cola 600ml,Bebidas,S05,Playa del Carmen,,25,0.0,116,22.43,10.5,560.75,262.5
